type,pdf,page,codice_fs,numero_documento,descrizione_pdf,descrizione_program
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,28,725/317,PS1139,Telecamera interna 90° (Vivotek cod. MD9560-DH),
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,28,725/318,PS1140,Telecamera interna 60° (Vivotek cod. MD9560-DH),
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,28,725/320,PS1142,Telecamera esterna (Vivotek cod. MD8564-DEH),
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,28,725/319,PS1141,Telecamera frontale (Vivotek cod. MD9561-DH),
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,28,,PS1244-DM01,Assieme Handset HS-Media3N BCE (uscita cavi,
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,48,,,Assieme Network-Box3N,
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,48,,,Assieme centralina di sonorizzazione SAX-Media3N,
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,48,,,Assieme Handset HS-Media3N,
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,48,,,Assieme interfaccia allarme passeggeri PAI-Media3N,
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,48,,,Assieme altoparlante,
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,48,,,"Assieme monitor Dove6 24""",
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,48,,,Assieme Access Point WiFi WiFiCAR3N,
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,48,,,Assieme OBoE 4G,
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,48,,,Assieme Media3N Server 2U,
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,48,,,Assieme Controller Box WiFi WiFiBox3N,
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,48,,HW00092291-00,Router Cellular/WiFi (Icomera mod. X5),
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,48,725/320,PS1142,Telecamera esterna (Vivotek cod. MD8564-DEH),
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,48,,PS1144,Kit di installazione per display laterale esterno,
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,48,542/422,PS0944,Sensore PCN (Eurotech cod. DynaPCN 10-20),
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,48,725/317,PS1139,Telecamera interna 90° (Vivotek cod. MD9560-DH),
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,48,725/321,PS1143,Display laterale esterno a Led (Aesys cod. 993101700100),Display laterale esterno a Led (Aesys cod.
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,48,725/318,PS1140,Telecamera interna 60° (Vivotek cod. MD9560-DH),
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,48,581/146,EC030002251P01,Antenna LTE/4G (Huber+Suhner cod. 1399.17.0094),
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,48,581/147,EC030002251P02,Antenna WiFi-GPS (Huber+Suhner cod. 1399.99.0026),
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,48,581/148,EC030002251P03,Kit messa a terra per antenna (Huber+Suhner 9091.99.0235),Kit messa a terra per antenna (Huber+Suhner
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,48,725/901,EC03P022682B33,"Cavo GPS coassiale pig-tail L=0,3 m (Huber+Suhner cod. SPUMA_240-FR-01)","Cavo GPS coassiale pig-tail L=0,3 m (Huber+Suhner"
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,48,725/906,EC03P022682B04,"Connettore jack diritto da pannello ""N"" (Huber+Suhner cod. 24_N-50-10-1/133_N)","Connettore jack diritto da pannello ""N"" (Huber+Suhner"
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,48,725/902,EC03P022682B25,Cavo coassiale flessibile RF L=15 m (Huber+Suhner cod. S_10162B-11),Cavo coassiale flessibile RF L=15 m (Huber+Suhner
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,48,725/903,EC03P022682B26,"Cavo coassiale flessibile RF L=5,5 m (Huber+Suhner cod. S_10162B-11)","Cavo coassiale flessibile RF L=5,5 m (Huber+Suhner"
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,48,581/186,EC03P022682B29,"Connettore jack diritto da pannello ""TNC"" (Huber+Suhner cod. 24_TNC-50-7-5/133_N)","Connettore jack diritto da pannello ""TNC"""
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,50,725/904,EC03P022682B31,"Cavo coassiale pig-tail L=0,3 m (Huber+Suhner SPUMA_240-FR-01)","Cavo coassiale pig-tail L=0,3 m (Huber+Suhner"
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,50,725/905,EC03P022682B27,"Cavo GPS coassiale flessibile RF L=5,5 m (Huber+Suhner cod. SPUMA_400-FR-01)","Cavo GPS coassiale flessibile RF L=5,5 m"
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,50,725/842,PS1181,Antenna OBoE,
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,50,725/843,CB2077,Cavo coassiale per antenna OBoE L=2 m,
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,64,,,Rack TDR (Train Data Recorder),
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,64,,,"Cavo di collegamento Crash Memory Backplane tipo ""A"" L=70 cm (Saira Electronics cod. 14331061)",Cavo di collegamento Crash Memory Backplane
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,68,,,,09 06 000 6432)
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,68,,,,09 06 000 6432)
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,68,,,,09 06 000 6432)
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,68,,,,09 06 000 6432)
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,68,,,,09 06 000 6432)
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,68,,EC03P006671B06,Corpo 2W2C porta contatti combinazione maschio crimpare (Conec cod. 302W2CPXX99A10X),Corpo 2W2C porta contatti combinazione maschio
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,68,,EC03P006671B13,Custodia di plastica DSUB 9 poli 2W2C (Conec X 13369 X),Custodia di plastica DSUB 9 poli 2W2C (Conec
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,68,,211NU50035B802,Contatto maschio a crimpare AWG 12-14 (TE Connectivity cod. 212007-1),Contatto maschio a crimpare AWG 12-14 (TE Connectivity
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,68,,211EU23309B05,Contatto femmina a crimpare AWG 12-14 (Conec 132 C 11029 X),Contatto femmina a crimpare AWG 12-14 (Conec
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,68,107/136,EC03P000122B03,Connettore volante M12 maschio 4 poli (Harting 03 881 1405),Connettore volante M12 maschio 4 poli (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,68,706/944,EC03P000122B04,Contatto maschio a crimpare AWG 24-20 (Harting 09 67 000 8576),Contatto maschio a crimpare AWG 24-20 (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,68,578/737,211NU50035B201,Contatto maschio a crimpare AWG 24-20 (TE Connectivity cod. M39029/64-369),Contatto maschio a crimpare AWG 24-20
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,68,332/608,211NU50035B251,Contatto femmina a crimpare AWG 24-20 (TE Connectivity cod. M39029/63-368),Contatto femmina a crimpare AWG 24-20 (TE Connectivity
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,68,313/672,211EU22392B01,Connettore rettangolare femmina DIN 41612 cod. 09 06 248 3201),Connettore rettangolare femmina DIN 41612
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,68,313/356,211EU22381B01,Contatto femmina a crimpare AWG 20-16 (Harting 09 06 000 6432),Contatto femmina a crimpare AWG 20-16 (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,70,,,,09 67 000 8576)
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,70,,,,09 67 000 8576)
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,70,,EC03P006671B06,Corpo 2W2C porta contatti combinazione maschio crimpare (Conec cod. 302W2CPXX99A10X),Corpo 2W2C porta contatti combinazione maschio
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,70,,EC03P006671B13,Custodia di plastica DSUB 9 poli 2W2C (Conec X 13369 X),Custodia di plastica DSUB 9 poli 2W2C (Conec
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,70,,211NU50035B802,Contatto maschio a crimpare AWG 12-14 (TE Connectivity cod. 212007-1),Contatto maschio a crimpare AWG 12-14 (TE
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,70,,211EU23309B05,Contatto femmina a crimpare AWG 12-14 (Conec 132 C 11029 X),Contatto femmina a crimpare AWG 12-14 (Conec
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,70,107/136,EC03P000122B03,Connettore volante M12 maschio 4 poli (Harting 03 881 1405),Connettore volante M12 maschio 4 poli (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,70,706/944,EC03P000122B04,Contatto maschio a crimpare AWG 24-20 (Harting 09 67 000 8576),Contatto maschio a crimpare AWG 24-20 (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,72,721/091,,Cavo antenna SM07SM L=7 m (Huber+Suhner SPUMA240FR01-700-2X11SMA-T0-TR),Cavo antenna SM07SM L=7 m (Huber+Suhner
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,72,721/092,,Cavo antenna TC07N L=7 m (Huber+Suhner cod. SPUMA240FR01-700-11TNCR50476-11N50410-T0-TR),Cavo antenna TC07N L=7 m (Huber+Suhner cod.
desc_diff,HTR412-HTR312-CPR-2.05.1294_Sistema di interconnessione cassa-cassa (ed. 06-2023)-compressed.pdf,18,725/288,,PIASTRA DI CALPESTIO SINISTRA (ULTIMATE G-2040-191),PIASTRA DI CALPESTIO SINISTRA (ULTIMATE
desc_diff,HTR412-HTR312-CPR-2.05.1294_Sistema di interconnessione cassa-cassa (ed. 06-2023)-compressed.pdf,18,725/289,,PIASTRA DI CALPESTIO DESTRA (ULTIMATE 2040-192),PIASTRA DI CALPESTIO DESTRA (ULTIMATE
desc_diff,HTR412-HTR312-CPR-2.05.1294_Sistema di interconnessione cassa-cassa (ed. 06-2023)-compressed.pdf,20,725/286,G-1960-273,GUARNIZIONE TELAIO DI ESTREMITÀ IN GOMMA EPDM,GUARNIZIONE TELAIO DI ESTREMITÀ IN GOMMA
desc_diff,HTR412-HTR312-CPR-2.05.1294_Sistema di interconnessione cassa-cassa (ed. 06-2023)-compressed.pdf,26,725/297,GD-G-EUTM-31,KIT RIPARAZIONE MANTICE ESTERNO (HYPALON NERO),KIT RIPARAZIONE MANTICE ESTERNO (HYPALON
desc_diff,HTR412-HTR312-CPR-2.05.1294_Sistema di interconnessione cassa-cassa (ed. 06-2023)-compressed.pdf,26,725/298,GD-G-EUTM-33,KIT RIPARAZIONE MANTICE INTERNO (SILICONE NERO),KIT RIPARAZIONE MANTICE INTERNO (SILICONE
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,64,,X57518500022,Raccordo filettato per alimentazione olio turbocompressore,Raccordo filettato per alimentazione olio
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,152,725/692,X57507700271,Tubazione alta pressione carburante alla pompa pressione,Tubazione alta pressione carburante alla pompa
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,152,725/693,X57507700272,Tubazione alta pressione carburante alla pompa pressione,Tubazione alta pressione carburante alla pompa
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,172,725/505,X57512400063,Tubo collettore aria di alimentazione uscita radiatore di alimentazione,Tubo collettore aria di alimentazione uscita radiatore
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,180,725/505,X57512400063,Tubo collettore aria di alimentazione uscita radiatore di alimentazione,Tubo collettore aria di alimentazione uscita radiatore
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,220,,,,"turbocompressore Øi 2,5 mm"
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,220,,X57518500022,"Raccordo filettato per alimentazione olio turbocompressore Øi 2,5 mm",Raccordo filettato per alimentazione olio
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,222,,,,"turbocompressore Øi 2,5 mm"
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,222,,X57518500022,"Raccordo filettato per alimentazione olio turbocompressore Øi 2,5 mm",Raccordo filettato per alimentazione olio
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,234,725/520,X00E50207548,"Rilevatore livello per misurazione livello olio M18x1,5 SW27","Rilevatore livello per misurazione livello olio M18x1,5"
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,234,725/522,X00E50214115,"Rilevatore di temperatura PT100 B M14x1,5 EL40 ABGEW.90GD","Rilevatore di temperatura PT100 B M14x1,5 EL40"
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,240,10,,Form B,Form A
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,240,10,,Form B,Form A
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,240,13,,,Form B
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,244,poli Code,,1 DIN 72585,2 DIN 72585
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,250,poli Code,,1 DIN 72585,2 DIN 72585
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,360,725/589,0005356430,"Rilevatore di temperatura M14x1,5 L=29 connettore 72585","Rilevatore di temperatura M14x1,5 L=29 connettore"
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,370,725/589,0005356430,"Rilevatore di temperatura M14x1,5 L=29 connettore 72585","Rilevatore di temperatura M14x1,5 L=29 connettore"
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,388,,X57541100448,Tubazione acqua di raffreddamento per preriscaldamento 22x1 EN10305-1,Tubazione acqua di raffreddamento per
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,388,,X57599101078,"Raccordo filettato GE22LMEDOMDCF VIT M30x2 M26x1,5",Raccordo filettato GE22LMEDOMDCF VIT M30x2
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,414,725/555,X57541100475,Tubazione acqua di raffreddamento circuito alta temperatura,Tubazione acqua di raffreddamento circuito alta
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,418,,X57599101078,"Raccordo filettato GE22LMEDOMDCF VIT M30x2 M26x1,5",Raccordo filettato GE22LMEDOMDCF VIT M30x2
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,420,,X57541100476,Tubazione acqua di raffreddamento circuito bassa temperatura,Tubazione acqua di raffreddamento circuito bassa
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,420,,X57541100477,Tubazione acqua di raffreddamento circuito bassa temperatura,Tubazione acqua di raffreddamento circuito bassa
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,420,,X57599101078,"Raccordo filettato GE22LMEDOMDCF VIT M30x2 M26x1,5",Raccordo filettato GE22LMEDOMDCF VIT M30x2
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,424,,X57541100434,Tubazione acqua di raffreddamento circuito bassa temperatura,Tubazione acqua di raffreddamento circuito bassa
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,426,,X57541100434,Tubazione acqua di raffreddamento circuito bassa temperatura,Tubazione acqua di raffreddamento circuito bassa
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,430,725/568,,"Tubazione flessibile per PowerPack s8_DKOL090_M22x1,5_865",Tubazione flessibile per PowerPack s8_DKOL0-
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,430,725/569,,"Tubazione flessibile per PowerPack s10_DKOL_M26x1,5_DKOL90_M26x1,5_955",Tubazione flessibile per PowerPack
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,430,725/570,,"Tubazione flessibile per PowerPack s8_DKOL_M26x1,5_DKL_M18x1,5_1030",Tubazione flessibile per PowerPack
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,430,725/571,,"Tubazione flessibile per PowerPack s8_DKOL_M26x1,5_DKL_M22x1,5_970",Tubazione flessibile per PowerPack
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,456,725/575,,Tubo flessibile ondulato per aria di alimentazione Ø110x150,Tubo flessibile ondulato per aria di alimentazione
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,460,725/615,X00010488,Rilevatore di temperatura PT1000 2 poli Code 72585,Rilevatore di temperatura PT1000 2 poli Code
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,628,725/588,X00E50207807,"Rilevatore di temperatura PT200 M14x1,5 ET-68 ABGEW","Rilevatore di temperatura PT200 M14x1,5 ET-68"
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,628,725/589,0005356430,"Rilevatore di temperatura M14x1,5 L=29 connettore 72585","Rilevatore di temperatura M14x1,5 L=29 connettore"
desc_diff,HTR412-HTR312-CPR-2.05.1295_Power Pack-Diesel (ed. 05-2024)-compressed.pdf,644,Code,,1 DIN 72585,1
desc_diff,HTR412-HTR312-CPR-2.05.1296_Serbatoio diesel e scarico fumi (ed. 06-2023)-compressed.pdf,22,725/360,602.972.000.001,Valvola di scarico completa di fune (Skarke cod. S45032-S),Valvola di scarico completa di fune (Skarke cod.
desc_diff,HTR412-HTR312-CPR-2.05.1296_Serbatoio diesel e scarico fumi (ed. 06-2023)-compressed.pdf,22,725/361,602.972.000.001,Valvola a sfera con 2 finecorsa con leva modificata (End-Armaturen cod. VH311024_EV2),Valvola a sfera con 2 finecorsa con leva modificata
desc_diff,HTR412-HTR312-CPR-2.05.1296_Serbatoio diesel e scarico fumi (ed. 06-2023)-compressed.pdf,22,,602.972.000.001,"Fascetta nera T120S lungh.=225 mm, largh.=7,6 (Hellermann cod. 111-12830)","Fascetta nera T120S lungh.=225 mm, largh.=7,6"
desc_diff,HTR412-HTR312-CPR-2.05.1296_Serbatoio diesel e scarico fumi (ed. 06-2023)-compressed.pdf,24,725/362,602.972.000.001,Filtro cilindrico Ø100 H=175 mm (Blau cod. BL16100-35-507),Filtro cilindrico Ø100 H=175 mm (Blau cod.
desc_diff,HTR412-HTR312-CPR-2.05.1296_Serbatoio diesel e scarico fumi (ed. 06-2023)-compressed.pdf,24,,602.972.000.001,Rondella Nord Lock M8 (Bossard cod. BN 3539153),Rondella Nord Lock M8 (Bossard cod. BN
desc_diff,HTR412-HTR312-CPR-2.05.1296_Serbatoio diesel e scarico fumi (ed. 06-2023)-compressed.pdf,24,,602.972.000.001,Basetta adesiva nera 28x28 MB4APT-A (Hellermann cod. 151-02245),Basetta adesiva nera 28x28 MB4APT-A
desc_diff,HTR412-HTR312-CPR-2.05.1296_Serbatoio diesel e scarico fumi (ed. 06-2023)-compressed.pdf,24,,602.972.000.001,Rondella conica Contact M8 NFE 25-511 (Vossloh cod. SN 70093-08),Rondella conica Contact M8 NFE 25-511 (Vossloh
desc_diff,HTR412-HTR312-CPR-2.05.1296_Serbatoio diesel e scarico fumi (ed. 06-2023)-compressed.pdf,30,,,Dado esagonale autobloccante con anello marrone ISO 7040,Dado esagonale autobloccante con anello marrone
desc_diff,HTR412-HTR312-CPR-2.05.1296_Serbatoio diesel e scarico fumi (ed. 06-2023)-compressed.pdf,30,,,Dado esagonale autobloccante con anello marrone ISO 7040,Dado esagonale autobloccante con anello marrone
desc_diff,HTR412-HTR312-CPR-2.05.1296_Serbatoio diesel e scarico fumi (ed. 06-2023)-compressed.pdf,32,,,Dado esagonale autobloccante con anello marrone ISO 7040,Dado esagonale autobloccante con anello marrone
desc_diff,HTR412-HTR312-CPR-2.05.1296_Serbatoio diesel e scarico fumi (ed. 06-2023)-compressed.pdf,32,,,Dado esagonale autobloccante con anello marrone ISO 7040,Dado esagonale autobloccante con anello marrone
desc_diff,HTR412-HTR312-CPR-2.05.1297_Batteria di trazione e imp. di raffredd. (ed. 09-2024)-compressed.pdf,16,,,Treccia di messa a terra sez. 95 mm² L=850 M8/M10,Treccia di messa a terra sez. 95 mm² L=850
desc_diff,HTR412-HTR312-CPR-2.05.1297_Batteria di trazione e imp. di raffredd. (ed. 09-2024)-compressed.pdf,16,,,"Rondella elastica conica dentellata tipo ""M"" M16 25201-4","Rondella elastica conica dentellata tipo ""M"" M16"
desc_diff,HTR412-HTR312-CPR-2.05.1297_Batteria di trazione e imp. di raffredd. (ed. 09-2024)-compressed.pdf,26,,,"Rondella elastica conica dentellata tipo ""M"" M12 25201-4","Rondella elastica conica dentellata tipo ""M"" M12"
desc_diff,HTR412-HTR312-CPR-2.05.1297_Batteria di trazione e imp. di raffredd. (ed. 09-2024)-compressed.pdf,30,725/953,,Evaporatore,
